Arrest Number,Race,Ethnicity,Sex,Age,Arrest Date,Arrest Time,Arrest Type,UCR Code,Description,F/M,Counts,Location of Arrest,X,Y,District,Beat,Tract
330974,B,N,M,30,6/13/22,10:52:00AM,On-View,13B,ASSAULT LAW ENFORCEMENT OR STATE OFFICER,M,1,1100 WABASH ST,2033309.899,810144.1903,D4,413,1400
341515,B,N,M,49,10/22/23, 8:29:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,1800 HOLLOWAY ST,2038534.781,816094.9628,D1,114,1002
834097,B,N,M,33,8/3/24, 3:12:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,4800 GARRETT RD,2008382.041,801879.1316,D3,323,2018
318511,B,N,F,26,5/29/20, 2:41:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,ARCHDALE DR/MARTIN LUTHER KING JR PKWY,2019926.029,803397.3985,D3,322,2007
319823,W,N,F,24,9/3/20, 7:31:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,600 E MAIN ST,2031319.043,815457.4287,D5,513,1100
327778,A,N,F,28,1/16/22, 3:52:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,1200 CAPSTONE DR,2018742.612,772303.5234,D4,422,2020
317983,B,N,F,53,4/28/20, 5:12:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,300 E LAWSON ST,2028631.77,810368.5665,D4,411,1303
307193,B,N,F,45,10/15/18,10:05:00AM,On-View,35A,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,F,1,500 S DUKE ST,2026814.379,817067.3752,D5,512,700
836302,B,,F,33,10/30/24,10:38:00AM,Warrant/OFA,13B,DOMESTIC VIOLENCE,M,1,3600 N DUKE ST,2028118.03,836660.2571,D2,223,1710
328112,B,N,M,19,2/8/22, 7:34:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,300 S ELM ST,2031736.678,814355.1888,D5,513,1100
341768,B,N,F,25,11/9/23, 3:42:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,3700 MT MORIAH RD,2002052.457,800659.0966,D3,323,2018
328231,W,N,M,65,2/16/22,11:03:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,700 NINTH ST,2022965.7,821722.9911,D5,511,402
334340,W,H,M,20,1/19/23,11:16:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,2300 WHITLEY DR,2023150.353,809135.9168,D3,311,700
310402,B,N,M,25,4/4/19, 9:11:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,200 S MANGUM ST,2029489.438,816282.1815,D5,512,2300
332567,B,N,M,29,9/28/22,10:39:00PM,Warrant/OFA,13A,ASSAULT INFLICT SERIOUS INJURY OR AWDW,M,1,900 WADESBORO ST,2044560.712,809974.0183,D1,114,1802
319199,B,N,M,20,3/7/20, 1:00:00AM,On-View,90Z,CONSPIRACY TO COMMIT FELONY,F,2,1500 LANTERN PL,2034693.148,805713.6404,D4,413,2009
833650,B,N,M,59,7/7/24, 9:42:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,GLENDALE AVE/N DUKE ST,2027888.261,830078.4976,D2,213,102
326409,B,N,M,35,10/2/21, 7:34:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,2900 ROCHELLE ST,2044682.937,814712.3932,D1,123,1802
832809,W,H,M,42,5/9/24, 8:54:00PM,Warrant/OFA,13A,ASSAULT WITH DEADLY WEAPON WITH INTENT TO KILL ISI,F,3,600 E MAIN ST,2031298.703,815465.9411,D5,513,1100
332773,B,N,M,21,10/12/22, 5:03:00PM,On-View,90Z,CONSPIRACY TO COMMIT FELONY,F,1,1500 ROBINHOOD RD,2037049.477,819035.9083,D1,122,1002
316350,B,N,M,33,1/12/20, 6:38:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029469.035,816371.2378,D5,512,2300
836066,B,N,M,48,5/4/23,11:17:00AM,On-View,13B,ASSAULT ON FEMALE,M,1,200 S MANGUM ST,2029460.459,816306.3393,D5,512,2300
342279,W,N,M,39,12/19/23, 8:03:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,1300 MARNE AVE,2021910.57,840103.0423,D2,222,1710
317416,B,N,M,22,3/4/20,11:13:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029167.149,816521.4844,D5,512,2300
337378,B,N,M,35,5/27/23, 1:26:00PM,Warrant/OFA,13A,ASSAULT INFLICT SERIOUS INJURY OR AWDW,M,1,100 N HOLMAN ST,2033610.841,814321.9225,D1,113,1100
313919,W,H,M,31,9/17/19, 2:30:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,HILTON AVE/UNIVERSITY DR,2023538.196,810342.4633,D3,311,600
330630,B,N,M,23,5/19/22, 4:39:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,HOLLOWAY ST/N HOOVER RD,2041617.974,815550.5346,D1,122,1802
836906,W,H,M,25,12/13/24,10:12:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,2900 ROCHELLE ST,2044993.679,814996.4069,D1,123,1802
310185,W,N,F,20,3/25/19, 1:53:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029364.081,816375.6202,D5,512,2300
336082,B,N,F,38,3/3/23,12:42:00AM,On-View,9914,DRIVE WHILE LICENSE REVOKED NOT IMPAIRED REV BASED,M,1,1100 N GUTHRIE AVE,2037094.144,817639.6241,D1,112,1002
835501,W,H,M,27,9/2/24, 1:00:00AM,On-View,13B,DOMESTIC VIOLENCE,M,1,1700 HILLCREST DR,2024558.784,827093.6634,D2,212,301
324634,B,N,M,53,6/1/21, 8:50:00PM,On-View,13A,ASSAULT BY STRANGULATION INFLICT PHYSICAL INJURY,F,1,300 S LASALLE ST,2015933.568,824582.1647,D3,313,1502
343789,B,N,M,20,1/26/24, 1:45:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,DURHAM CHAPEL HILL BLVD/WEYMOUTH ST,2014856.98,808566.4654,D3,321,2015
311837,W,H,M,22,6/12/19, 3:52:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,200 S MANGUM ST,2029497.108,816387.7468,D5,512,2300
314483,B,N,M,19,10/14/19, 5:37:00PM,On-View,23H,LARCENY (MISDEMEANOR),M,1,5600 WHISPERWOOD DR,2029397.263,775806.9298,D4,422,2013
321664,W,N,M,50,1/16/21,10:34:00AM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,5000 NC 55 HWY,2029721.397,781362.6039,D4,422,2027
835945,B,N,M,34,10/5/24, 9:14:00PM,Warrant/OFA,90Z,PROBATION VIOLATION,M,2,500 E CARVER ST,2031944.089,834745.1905,D2,223,1709
320204,B,N,F,29,10/2/20,11:04:00PM,Warrant/OFA,13C,COMMUNICATING THREATS,M,1,2100 ANGIER AVE,2036482.2,812021.8096,D1,113,1001
307946,B,N,M,23,11/28/18, 5:03:00PM,Summons/Cited,90D,DRIVING WHILE IMPAIRED,M,1,2600 CHAPEL HILL RD,2019272.301,811074.8807,D3,314,600
334649,B,N,M,26,1/19/23, 1:55:00PM,Warrant/OFA,9914,FELONY DEATH BY VEHICLE,F,2,200 S MANGUM ST,2029260.811,816678.2235,D5,512,2300
334327,B,N,F,26,1/19/23, 3:16:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,3300 DURHAM CHAPEL HILL BLVD,2016455.257,808670.546,D3,314,2015
324290,W,N,F,39,5/9/21, 8:00:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE II,F,1,2100 NC 54 HWY E,2031177.051,783184.5762,D4,422,2027
320070,B,N,M,23,9/24/20, 6:35:00PM,Warrant/OFA,13A,DISCHARING FIREARM INTO OCCUPIED PROPERTY,F,1,RIDGEWAY AVE/WABASH ST,2033020.671,809889.7004,D4,413,1400
319127,B,N,M,21,7/17/20, 3:07:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,4200 DELBERT AVE,2022322.698,840014.0724,D2,222,1710
341818,B,,M,55,11/13/23,10:19:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,2900 S MIAMI BLVD,2046159.557,791510.8023,D4,423,2028
836773,B,N,F,34,12/3/24, 2:18:00PM,Warrant/OFA,90Z,TRUE BILL OF INDICTMENT,F,1,8000 RENAISSANCE PKWY,2016366.879,784274.7341,D3,324,2021
321528,W,N,M,33,1/8/21, 6:55:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,F,1,3000 S MIAMI BLVD,2045681.119,791536.2085,D4,423,2028
313638,B,N,M,57,9/5/19, 1:03:00AM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,RAILROAD ST/EVA ST,2032540.402,816641.7065,D1,111,1100
311011,W,N,M,33,5/5/19, 7:57:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,5100 COPPER RIDGE DR,2010677.483,788386.7377,D3,324,2019
836132,W,,M,35,10/19/24,11:10:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE II,F,3,8000 MACKENZIE CT,2012506.797,781808.7447,D3,324,2021
324824,W,H,M,26,6/14/21, 3:46:00AM,On-View,23F,"B&E-VEHICLE, RR CARS, OTHER MOTOR VEHICLES",F,1,300 JACKSON ST,2027460.741,817254.4362,D5,511,700
321796,W,H,M,25,1/24/21, 5:33:00AM,Warrant/OFA,13A,ASSAULT INFLICT SERIOUS INJURY OR AWDW,M,1,3800 GUESS RD,2020274.518,840704.9395,D2,221,1711
832774,B,U,M,75,4/4/24, 3:15:00PM,Summons/Cited,90Z,SEXUAL BATTERY,M,1,4200 N ROXBORO ST,2028776.174,837199.6318,D2,223,1709
329766,W,H,M,23,3/23/22, 9:15:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,200 S MANGUM ST,2029482.877,816291.6202,D5,512,2300
308320,B,N,F,52,12/21/18,10:52:00AM,On-View,270,EMBEZZLEMENT PROP. REC. BY VIRTUE OF OFFICE/EMPLOYMENT,F,1,3300 WESTGATE DR,2011280.015,807106.8184,D3,321,2016
319533,B,N,M,28,8/12/20,11:05:00PM,On-View,35A,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,F,1,LIBERTY ST/N ELIZABETH ST,2032300.184,816377.1537,D1,111,1100
325999,B,N,M,33,9/8/21,11:20:00PM,Warrant/OFA,13C,STALKING,M,1,200 S MANGUM ST,2029190.829,816630.4541,D5,512,2300
307010,B,N,M,23,10/1/18,11:00:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,200 S MANGUM ST,2029488.193,816378.9063,D5,522,2300
341038,W,H,M,25,9/16/23,11:21:00AM,On-View,90G,TRANSPORTING OPEN CONTAINER,M,1,HOLLOWAY ST/N MIAMI BLVD,2038664.459,816363.0427,D1,122,1002
324649,W,,M,39,5/24/21, 6:51:00PM,Summons/Cited,23C,CONCEALMENT OF MERCHANDISE,M,1,6900 FAYETTEVILLE RD,2018199.995,783687.359,D3,324,2021
336329,B,N,F,25,3/15/23, 9:02:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029372.951,816298.3906,D5,512,2300
337533,B,N,M,36,6/5/23, 2:17:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,700 S PLUM ST,2033453.302,810337.9772,D4,413,1400
832511,W,H,F,29,4/20/24, 2:48:00AM,On-View,13B,DOMESTIC VIOLENCE,M,1,900 FISKE ST,2037347.613,817523.9899,D1,112,1002
833232,B,,M,41,6/8/24, 9:40:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,4000 N ROXBORO ST,2029153.648,835584.2695,D2,223,1709
833459,B,N,M,21,6/17/24, 5:12:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,3000 CASTLE LOCH LN,2065064.917,805592.4635,D1,124,1900
317739,W,N,M,51,4/8/20, 3:32:00PM,Warrant/OFA,250,FORGERY OR POSSESS COUNTERFEIT INSTRUMENTS,F,1,1500 GLENN SCHOOL RD,2045966.329,829214.9047,D1,121,1801
344032,B,N,F,28,2/13/24, 7:37:00PM,Warrant/OFA,13B,DOMESTIC VIOLENCE,M,1,200 S MANGUM ST,2029351.668,816296.8668,D5,512,2300
336256,B,N,M,51,3/11/23, 3:39:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,8200 RENAISSANCE PKWY,2012789.765,783442.9561,D3,324,2021
833410,B,N,M,55,6/21/24, 7:43:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,4000 DURHAM CHAPEL HILL BLVD,2012137.398,806716.975,D3,314,2015
331232,B,N,M,27,6/30/22, 3:55:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,3100 SHANNON RD,2013521.419,806926.3663,D3,314,2015
836687,B,N,M,40,11/27/24, 2:16:00AM,On-View,220,BREAKING AND ENTERING BUILDING  (FELONY),F,1,3500 WITHERSPOON BLVD,2003117.204,801329.8669,D3,323,2018
311514,W,N,F,29,5/28/19, 3:04:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029461.734,816278.9611,D5,512,2300
320336,B,N,M,36,10/12/20, 9:44:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,500 S DILLARD ST,2029086.582,816026.6317,D5,512,2300
832695,W,N,M,22,5/3/24, 9:22:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029460.212,816375.1702,D5,512,2300
343870,B,N,F,19,2/2/24, 2:55:00PM,Warrant/OFA,26B,FINANCIAL TRANSACTION CARD - FRAUDULENT USE,F,1,3300 DURHAM CHAPEL HILL BLVD,2016551.348,808751.588,D3,314,2015
314936,B,N,F,26,11/5/19, 1:06:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029393.177,816303.4644,D5,512,2300
312343,B,N,F,25,7/7/19,11:41:00PM,Warrant/OFA,120,ROBBERY WITH FIREARMS OR OTHER DANGEROUS WEAPONS,F,1,2000 N ROXBORO ST,2032629.618,825035.7377,D2,214,101
315662,W,H,M,28,12/10/19, 5:07:00PM,Warrant/OFA,90Z,INTERFERING WITH EMERGENCY COMMUNICATION,M,1,300 N DRIVER ST,2036211.008,814596.032,D1,113,1001
339352,W,H,M,40,8/1/23, 8:37:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,1400 AVONDALE DR,2034196.831,820856.5744,D1,112,200
320624,B,N,F,27,11/1/20,11:48:00PM,Warrant/OFA,90Z,CONSPIRACY TO COMMIT MISDEMEANOR,M,1,200 S MANGUM ST,2029080.181,816517.4062,D5,512,2300
324076,W,H,M,25,4/25/21, 4:45:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,2100 BROAD ST,2025805.431,829146.5241,D2,213,102
309483,B,N,M,33,2/19/19, 5:37:00PM,Warrant/OFA,13A,ASSAULT WITH DEADLY WEAPON WITH INTENT TO KILL ISI,F,1,100 DENVER AVE,2035356.976,833227.979,D2,214,1709
319237,B,N,M,27,7/23/20, 5:21:00PM,On-View,9914,HIT AND RUN (MISDEMEANOR),M,1,W LAKEWOOD AVE/BLACKWELL ST,2027644.099,814393.2994,D4,411,2300
327125,B,N,M,35,11/21/21, 4:58:00PM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,2,100 S BRIGGS AVE,2036958.375,813750.9097,D1,113,1001
310010,B,N,M,36,3/15/19, 7:36:00PM,On-View,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,600 WILLARD ST,2027772.471,816653.1406,D5,511,700
342545,B,N,F,34,1/11/24, 4:23:00AM,On-View,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,SLATER RD/S MIAMI BLVD,2044361.528,776169.4905,D4,423,2028
334112,B,N,M,28,1/6/23,11:50:00AM,Warrant/OFA,9914,SPEED TO ELUDE ARREST,F,1,200 S MANGUM ST,2029348.671,816269.008,D5,512,2300
833108,B,,F,45,6/2/24, 6:50:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029357.47,816401.6402,D5,512,2300
307594,B,N,M,45,11/8/18,10:39:00AM,Warrant/OFA,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,200 S MANGUM ST,2029479.659,816303.8409,D5,522,2300
326181,B,N,M,40,9/20/21, 9:12:00AM,Warrant/OFA,90Z,FORGE OR FALSIFY DOCUMENTATION-SEX OFFENDER,F,1,2000 AVONDALE DR,2034078.595,824412.8494,D2,214,101
308960,B,N,M,44,1/9/19,12:27:00PM,Warrant/OFA,290,INJURY TO PERSONAL PROPERTY,M,1,3900 N ROXBORO ST,2029251.533,834486.6479,D2,223,102
833207,W,,M,22,6/6/24,10:10:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,/,0,0,,,
341650,W,N,M,25,11/1/23,12:56:00PM,Warrant/OFA,9914,CARELESS AND RECKLESS DRIVING,M,1,200 S MANGUM ST,2029462.263,816390.9575,D5,512,2300
319334,W,N,M,29,7/30/20,10:08:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,200 S MANGUM ST,2029472.053,816402.8414,D5,512,2300
311237,B,N,M,38,5/15/19, 1:31:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,N DUKE ST/W CARVER ST,2027780.117,833649.616,D2,222,102
307250,B,N,M,17,10/17/18, 7:35:00PM,On-View,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,800 LIBERTY ST,2033565.709,816172.5276,D1,112,1100
331246,B,N,F,33,6/30/22, 9:15:00PM,Warrant/OFA,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,200 S MANGUM ST,2029370.853,816386.757,D5,512,2300
307414,B,N,M,22,10/26/18,10:17:00AM,On-View,9914,DRIVE WHILE LICENSE REVOKED NOT IMPAIRED REV BASED,M,1,UNIVERSITY DR/IVY CREEK BLVD,2010636.226,804237.468,D3,323,2016
321831,B,N,M,38,1/26/21, 5:28:00PM,On-View,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,5300 NC 55 HWY,2030300.733,779273.7117,D4,422,2027
310598,B,N,F,19,4/13/19, 4:57:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,300 JUNCTION RD,2043177.812,816600.47,D1,123,1802
331218,W,N,M,43,6/29/22, 2:56:00PM,On-View,90D,DRIVING WHILE IMPAIRED,M,1,GUESS RD/PRISON CAMP RD,2020665.016,841827.4424,D2,221,1711
340845,B,N,M,43,9/3/23,10:38:00AM,Summons/Cited,90Z,LITTERING,M,1,1000 N MIAMI BLVD,2038960.135,816560.8363,D1,122,1002
833964,B,N,F,25,7/26/24,12:51:00PM,On-View,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,ROANOKE ST/ROYAL DR,2037643.453,829400.8412,D2,214,1801
344180,B,N,F,18,2/25/24, 5:25:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,4500 EMERALD FOREST DR,2027918.609,784006.1001,D4,421,2027
309696,B,N,M,38,3/1/19, 5:07:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,1300 HEARTHSIDE ST,2033673.567,807187.8596,D4,413,2009
309709,B,N,F,22,3/1/19,12:52:00PM,On-View,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,200 S MANGUM ST,2029475.474,816289.1391,D5,512,2300
317142,W,N,M,34,2/19/20, 2:36:00PM,Warrant/OFA,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,1000 BYRAM RD,2059133.403,806743.9318,D1,124,1808
344468,B,,M,40,3/21/24, 3:25:00PM,On-View,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,3700 WIGGINS ST,2034147.595,833744.7616,D2,223,1709
336065,B,N,M,57,3/2/23, 4:56:00PM,Warrant/OFA,290,INJURY TO PERSONAL PROPERTY,M,1,200 S MANGUM ST,2029364.915,816362.362,D5,512,2300
344431,W,H,F,19,3/19/24, 9:06:00AM,Warrant/OFA,270,EMBEZZLEMENT PROP. REC. BY VIRTUE OF OFFICE/EMPLOYMENT,F,1,200 S MANGUM ST,2029470.431,816381.1414,D5,512,2300
344528,B,,M,19,3/25/24, 2:50:00AM,On-View,280,POSSESSING STOLEN GOODS,M,1,3600 UNIVERSITY DR,2015102.438,806210.814,D3,314,2015
308534,B,N,M,47,1/3/19, 5:30:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,2900 CHAPEL HILL RD,2017973.929,808137.1309,D3,314,2015
318623,B,N,M,18,6/5/20, 9:41:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,1100 UNIVERSITY DR,2026910.798,814086.2918,D4,411,700
320191,B,N,M,18,10/1/20, 5:50:00PM,On-View,90Z,CONSPIRACY TO COMMIT FELONY,F,1,300 JUNCTION RD,2043300.703,816471.2699,D1,123,1802
316393,B,,M,25,1/14/20, 9:16:00AM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,5200 MCFARLAND DR,2002566.485,800441.6095,D3,323,2018
320941,B,N,M,29,11/24/20, 6:52:00AM,Warrant/OFA,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,2300 ERWIN RD,2018631.803,821858.2424,D3,312,1501
311575,B,N,M,51,5/30/19, 1:44:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,LIBERTY ST/N ALSTON AVE,2033795.273,816368.1218,D1,113,1100
309829,B,N,M,33,3/7/19,10:49:00PM,On-View,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,200 N BLACKNALL ST,2034070.123,814704.3506,D1,113,1001
341572,W,H,F,24,10/27/23, 6:13:00AM,Summons/Cited,9914,NO OPERATOR LICENSE,M,1,E CLUB BLVD/N ROXBORO ST,2032622.029,826157.7737,D2,213,101
336932,B,N,F,26,4/26/23, 2:05:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,GUESS RD/SOVEREIGN ST,2022446.995,829015.5136,D2,211,401
331767,B,N,M,19,8/6/22, 4:25:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE II,M,1,400 DOWD ST,2032154.467,818944.1575,D1,111,900
316257,B,U,M,28,1/8/20, 4:25:00PM,Warrant/OFA,90Z,CONSPIRACY TO COMMIT FELONY,F,1,600 E MAIN ST,2031194.814,815528.4509,D5,513,1100
320004,B,N,F,22,7/17/20, 9:46:00PM,Warrant/OFA,90Z,UNAUTHORIZED USE OF MOTOR VEHICLE,M,1,S ROXBORO ST/DUNSTAN AVE,2028087.162,811827.184,D4,411,1301
310051,B,N,M,44,3/17/19, 7:50:00AM,Warrant/OFA,23C,CONCEALMENT OF MERCHANDISE,M,1,N ELM ST/LIBERTY ST,2033421.279,816247.6245,D1,111,1100
342111,B,,M,37,11/22/23,10:46:00PM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,26100 ROSE GARDEN LN,2004772.336,799867.7328,D3,323,2018
330072,B,N,M,25,4/13/22, 2:06:00PM,Warrant/OFA,13C,COMMUNICATING THREATS,M,1,HOLLOWAY ST/N HYDE PARK AVE,2035059.857,817003.0008,D1,112,1001
325152,B,N,M,26,7/7/21, 6:00:00PM,Warrant/OFA,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,2500 SHIRLEY ST,2017777.25,823362.3683,D3,313,1502
315251,B,N,M,32,11/19/19, 9:34:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,1000 N MIAMI BLVD,2038934.154,816472.8914,D1,122,1002
341983,B,N,M,24,11/24/23, 2:14:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,200 S MANGUM ST,2029380.872,816396.9992,D5,513,2300
317839,W,N,M,76,4/15/20, 1:44:00PM,Summons/Cited,23C,SHOPLIFTING,M,1,1500 GLENN SCHOOL RD,2045929.782,829303.9705,D1,121,1801
309796,W,N,M,48,3/6/19, 5:53:00PM,On-View,290,INJURY TO PERSONAL PROPERTY,M,1,3100 TOWER BLVD,2012575.607,808644.1594,D3,321,2015
336772,B,N,M,41,4/16/23,12:08:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,F,1,200 S MANGUM ST,2029458.804,816398.3804,D5,512,2300
344245,W,H,M,21,3/2/24, 3:00:00AM,On-View,520,DISCHARGING WEAPONS GENERALLY,M,1,700 E RAMSEUR ST,2030963.769,815036.956,D5,513,1100
835754,W,H,M,20,9/21/24, 2:51:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,1300 CHERRYCREST DR,2023443.25,838847.3997,D2,222,1711
321900,B,N,M,25,2/1/21,12:47:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,F,1,200 N MANGUM ST,2029513.412,817303.4684,D5,512,2200
311743,W,N,M,38,6/7/19,12:21:00PM,Warrant/OFA,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,200 S MANGUM ST,2029359.637,816265.3061,D5,512,2300
337281,B,N,M,24,5/23/23, 7:09:00AM,Warrant/OFA,290,INJURY TO PERSONAL PROPERTY,M,1,200 S MANGUM ST,2029459.115,816376.0179,D5,512,2300
321525,B,N,M,28,1/8/21,12:01:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,LIBERTY ST/EASTWAY AVE,2034661.085,816223.8048,D1,113,1001
327836,W,,M,35,1/20/22,10:50:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,1000 W MAIN ST,2026520.317,819092.782,D5,511,2200
321297,B,N,M,53,12/23/20, 1:30:00AM,Summons/Cited,90Z,STANDING SITTING AND WALKING ON MEDIAN GENERALLY PROHIBITED,M,1,S ROXBORO ST/E MAIN ST,2030043.525,816712.9273,D5,512,2200
315134,W,H,M,33,11/14/19, 3:57:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,F,1,3300 DURHAM CHAPEL HILL BLVD,2016561.175,808736.6433,D3,314,2015
334318,B,N,M,25,1/19/23, 8:51:00AM,Summons/Cited,9914,DISPLAY/POSSESS FICTITIOUS/EXPIRED REGISTRATION PLATE,M,1,17600 I85 S,2027879.479,826591.2514,D2,213,102
309931,B,N,M,34,3/12/19,12:53:00PM,Summons/Cited,9914,CARELESS AND RECKLESS DRIVING,M,1,2300 ERWIN RD,2018572.459,821637.6377,D3,312,1501
314252,I,N,M,34,10/2/19, 1:55:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029381.777,816305.1988,D5,512,2300
